ECMKey|Site_Name|Desc_English|Desc_Spanish|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Latitude|Longitude|Location|Agency_Associated_With|Neighborhood|Modified_on|Quality_Rating|Availability_Level
639|Portage Park ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5330 W Berteau Ave|Chicago|IL|60641|(773) 534-3576|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610135|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
640|Rachel Carson ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5516 S Maplewood Ave|Chicago|IL|60629|(773) 535-9222|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609842|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
641|Ralph H Metcalfe Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|12339 S Normal Ave|Chicago|IL|60628|(773) 535-5590|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609902|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
642|Ravenswood ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4332 N Paulina St|Chicago|IL|60613|(773) 534-5525|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610141|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
643|Richard Edwards ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4950 S Laporte Ave|Chicago|IL|60632|(773) 535-4875|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609903|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
644|Richard Henry Lee ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6448 S Tripp Ave|Chicago|IL|60629|(773) 535-2255|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610291|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
645|Richard J Daley Elementary Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5024 S Wolcott Ave|Chicago|IL|60609|(773) 535-9091|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610239|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
646|Richard J Oglesby ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|7646 S Green St|Chicago|IL|60620|(773) 535-3060|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610102|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
647|Richard Yates ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1839 N Richmond St|Chicago|IL|60647|(773) 534-4550|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610234 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
648|Robert Fulton ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5300 S Hermitage Ave|Chicago|IL|60609|(773) 535-9000|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609929|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
649|Robert Healy ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3040 S Parnell Ave|Chicago|IL|60616|(773) 534-9190|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609979|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
650|Robert L Grimes ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4918 W 64th St|Chicago|IL|60638|(773) 535-2364|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609956|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
651|Robert Nathaniel Dett ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2131 W Monroe St|Chicago|IL|60612|(773) 534-7160|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610252|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
652|Rodolfo Lozano Bilingual & International Ctr ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1501 N Greenview Ave|Chicago|IL|60642|(773) 534-4750|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610029|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
653|Ronald Brown Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|12607 S Union Ave|Chicago|IL|60628|(773) 535-5385|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610091|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
654|Ronald E McNair ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4820 W Walton St|Chicago|IL|60651|(773) 534-8980|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610282|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
655|Roswell B Mason ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4217 W 18th St|Chicago|IL|60623|(773) 534-1530|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610056|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
656|Ruben Salazar Elementary Bilingual Center|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|160 W Wendell St|Chicago|IL|60610|(773) 534-8310|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610250|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
657|Rufus M Hitch ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5625 N McVicker Ave|Chicago|IL|60646|(773) 534-1189|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609995|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
658|Salmon P Chase ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2021 N Point St|Chicago|IL|60647|(773) 534-4185|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609853|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
659|Scott Joplin Elementary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|7931 S Honore St|Chicago|IL|60620|(773) 535-3425|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609805|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
660|Sharon Christa McAuliffe ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1841 N Springfield Ave|Chicago|IL|60647|(773) 534-4400|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609968|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
661|Socorro Sandoval ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5534 S Saint Louis Ave|Chicago|IL|60629|(773) 535-0457|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610226 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
662|South Shore Fine Arts Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1415 E 70th St|Chicago|IL|60637|(773) 535-8340|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610530 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
663|Spencer Technology Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|214 N Lavergne Ave|Chicago|IL|60644|(773) 534-6150|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610183 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
